Starting training with parameters:
Using CUDA device 0 - NVIDIA L20
Using save prefix "saved_models/model"
Training with SAM: lr=1e-05
	num_epochs: 30
	batch_size: 16
	module 1 weight: 1.0
	module 2 weight: 1.0
******************************** FOLD 0 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.0480409, MSE=0.0480409, MAE=0.168816
[30/30] training 97.3%: Loss=0.0220831, MSE=0.0220831, MAE=0.109001
-----------------------------------Finished Epoch 30/30: Loss=117.538, RMSE=1.30273, MAE=1.86006, r_2=-0.597541, p=0.615638
Saving final model to saved_models/model_fold7_final.pth
******************************** FOLD 8 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.0579734, MSE=0.0579734, MAE=0.193123
[1/30] training 11.8%: Loss=0.0532295, MSE=0.0532295, MAE=0.188247
[1/30] training 17.3%: Loss=0.0522449, MSE=0.0522449, MAE=0.186231
[1/30] training 22.7%: Loss=0.0500929, MSE=0.0500929, MAE=0.1813
[1/30] training 29.1%: Loss=0.0475309, MSE=0.0475309, MAE=0.174925
[1/30] training 34.5%: Loss=0.0458747, MSE=0.0458747, MAE=0.172232
[1/30] training 40.0%: Loss=0.0452693, MSE=0.0452693, MAE=0.171143
[1/30] training 45.5%: Loss=0.0438913, MSE=0.0438913, MAE=0.168195
[1/30] training 51.8%: Loss=0.042946, MSE=0.042946, MAE=0.164568
[1/30] training 57.3%: Loss=0.0421902, MSE=0.0421902, MAE=0.16296
[1/30] training 62.7%: Loss=0.0417852, MSE=0.0417852, MAE=0.162629
[1/30] training 68.2%: Loss=0.0419816, MSE=0.0419816, MAE=0.162096
[1/30] training 74.5%: Loss=0.0422624, MSE=0.0422624, MAE=0.161871
[1/30] training 80.0%: Loss=0.0418106, MSE=0.0418106, MAE=0.160476
[1/30] training 85.5%: Loss=0.0413773, MSE=0.0413773, MAE=0.159378
[1/30] training 90.9%: Loss=0.0409809, MSE=0.0409809, MAE=0.159035
[1/30] training 97.3%: Loss=0.0413104, MSE=0.0413104, MAE=0.159906
-----------------------------------Finished Epoch 1/30: Loss=116.458, RMSE=1.60547, MAE=2.01793, r_2=-8.35144, p=0.381811
[2/30] training 6.4%: Loss=0.0361404, MSE=0.0361404, MAE=0.149944
[2/30] training 11.8%: Loss=0.0340697, MSE=0.0340697, MAE=0.146801
[2/30] training 17.3%: Loss=0.0393351, MSE=0.0393351, MAE=0.156144
[2/30] training 22.7%: Loss=0.040074, MSE=0.040074, MAE=0.156519
[2/30] training 29.1%: Loss=0.0392087, MSE=0.0392087, MAE=0.155201
[2/30] training 34.5%: Loss=0.0390388, MSE=0.0390388, MAE=0.154238
[2/30] training 40.0%: Loss=0.0394724, MSE=0.0394724, MAE=0.155117
[2/30] training 45.5%: Loss=0.0393109, MSE=0.0393109, MAE=0.154927
[2/30] training 51.8%: Loss=0.0384337, MSE=0.0384337, MAE=0.153216
[2/30] training 57.3%: Loss=0.0386132, MSE=0.0386132, MAE=0.153635
[2/30] training 62.7%: Loss=0.0383127, MSE=0.0383127, MAE=0.15359
[2/30] training 68.2%: Loss=0.0378421, MSE=0.0378421, MAE=0.152476
[2/30] training 74.5%: Loss=0.0373519, MSE=0.0373519, MAE=0.151744
[2/30] training 80.0%: Loss=0.0372593, MSE=0.0372593, MAE=0.151386
[2/30] training 85.5%: Loss=0.0369289, MSE=0.0369289, MAE=0.150821
[2/30] training 90.9%: Loss=0.0365538, MSE=0.0365538, MAE=0.149688
[2/30] training 97.3%: Loss=0.0366529, MSE=0.0366529, MAE=0.150019
-----------------------------------Finished Epoch 2/30: Loss=116.52, RMSE=1.5421, MAE=1.94673, r_2=-4.43917, p=0.460891
[3/30] training 6.4%: Loss=0.0330185, MSE=0.0330185, MAE=0.146607
[3/30] training 11.8%: Loss=0.0320976, MSE=0.0320976, MAE=0.141945
[3/30] training 17.3%: Loss=0.0350402, MSE=0.0350402, MAE=0.148394
[3/30] training 22.7%: Loss=0.0335611, MSE=0.0335611, MAE=0.144702
[3/30] training 29.1%: Loss=0.0369044, MSE=0.0369044, MAE=0.150808
[3/30] training 34.5%: Loss=0.0365164, MSE=0.0365164, MAE=0.149424
[3/30] training 40.0%: Loss=0.0357857, MSE=0.0357857, MAE=0.148251
[3/30] training 45.5%: Loss=0.0349457, MSE=0.0349457, MAE=0.145841
[3/30] training 51.8%: Loss=0.0342337, MSE=0.0342337, MAE=0.144376
[3/30] training 57.3%: Loss=0.0346512, MSE=0.0346512, MAE=0.144965
[3/30] training 62.7%: Loss=0.0341215, MSE=0.0341215, MAE=0.143727
[3/30] training 68.2%: Loss=0.0339495, MSE=0.0339495, MAE=0.14343
[3/30] training 74.5%: Loss=0.0334852, MSE=0.0334852, MAE=0.142212
[3/30] training 80.0%: Loss=0.0334342, MSE=0.0334342, MAE=0.141969
[3/30] training 85.5%: Loss=0.0337947, MSE=0.0337947, MAE=0.142879
[3/30] training 90.9%: Loss=0.0338628, MSE=0.0338628, MAE=0.142731
[3/30] training 97.3%: Loss=0.0339117, MSE=0.0339117, MAE=0.143473
-----------------------------------Finished Epoch 3/30: Loss=116.395, RMSE=1.49954, MAE=1.89031, r_2=-3.49723, p=0.505616
[4/30] training 6.4%: Loss=0.0260688, MSE=0.0260688, MAE=0.127576
[4/30] training 11.8%: Loss=0.0309988, MSE=0.0309988, MAE=0.137977
[4/30] training 17.3%: Loss=0.0305173, MSE=0.0305173, MAE=0.133581
[4/30] training 22.7%: Loss=0.0325742, MSE=0.0325742, MAE=0.140103
[4/30] training 29.1%: Loss=0.0326421, MSE=0.0326421, MAE=0.138499
[4/30] training 34.5%: Loss=0.0325097, MSE=0.0325097, MAE=0.139333
[4/30] training 40.0%: Loss=0.0316403, MSE=0.0316403, MAE=0.137618
[4/30] training 45.5%: Loss=0.0310096, MSE=0.0310096, MAE=0.135921
[4/30] training 51.8%: Loss=0.0313384, MSE=0.0313384, MAE=0.136643
[4/30] training 57.3%: Loss=0.0316361, MSE=0.0316361, MAE=0.13685
[4/30] training 62.7%: Loss=0.0314312, MSE=0.0314312, MAE=0.136689
[4/30] training 68.2%: Loss=0.0312814, MSE=0.0312814, MAE=0.136388
[4/30] training 74.5%: Loss=0.0319199, MSE=0.0319199, MAE=0.137276
[4/30] training 80.0%: Loss=0.0317343, MSE=0.0317343, MAE=0.137345
[4/30] training 85.5%: Loss=0.0317433, MSE=0.0317433, MAE=0.137629
[4/30] training 90.9%: Loss=0.031195, MSE=0.031195, MAE=0.137026
[4/30] training 97.3%: Loss=0.0310539, MSE=0.0310539, MAE=0.13707
-----------------------------------Finished Epoch 4/30: Loss=115.986, RMSE=1.43884, MAE=1.84053, r_2=-2.55735, p=0.531115
[5/30] training 6.4%: Loss=0.0351061, MSE=0.0351061, MAE=0.140264
[5/30] training 11.8%: Loss=0.0338485, MSE=0.0338485, MAE=0.142801
[5/30] training 17.3%: Loss=0.0330002, MSE=0.0330002, MAE=0.140514
[5/30] training 22.7%: Loss=0.0307602, MSE=0.0307602, MAE=0.136285
[5/30] training 29.1%: Loss=0.0287222, MSE=0.0287222, MAE=0.132609
[5/30] training 34.5%: Loss=0.0287182, MSE=0.0287182, MAE=0.133802
[5/30] training 40.0%: Loss=0.0276957, MSE=0.0276957, MAE=0.132234
[5/30] training 45.5%: Loss=0.0269841, MSE=0.0269841, MAE=0.130248
[5/30] training 51.8%: Loss=0.0276654, MSE=0.0276654, MAE=0.131381
[5/30] training 57.3%: Loss=0.0279904, MSE=0.0279904, MAE=0.130909
[5/30] training 62.7%: Loss=0.0281882, MSE=0.0281882, MAE=0.130987
[5/30] training 68.2%: Loss=0.0287305, MSE=0.0287305, MAE=0.132595
[5/30] training 74.5%: Loss=0.0288661, MSE=0.0288661, MAE=0.132815
[5/30] training 80.0%: Loss=0.0293055, MSE=0.0293055, MAE=0.13383
[5/30] training 85.5%: Loss=0.029529, MSE=0.029529, MAE=0.134245
[5/30] training 90.9%: Loss=0.0303355, MSE=0.0303355, MAE=0.13605
[5/30] training 97.3%: Loss=0.0302543, MSE=0.0302543, MAE=0.135628
-----------------------------------Finished Epoch 5/30: Loss=115.936, RMSE=1.41163, MAE=1.81622, r_2=-1.79088, p=0.54446
[6/30] training 6.4%: Loss=0.0244513, MSE=0.0244513, MAE=0.12144
[6/30] training 11.8%: Loss=0.0245558, MSE=0.0245558, MAE=0.122646
[6/30] training 17.3%: Loss=0.0263317, MSE=0.0263317, MAE=0.128278
[6/30] training 22.7%: Loss=0.025605, MSE=0.025605, MAE=0.126813
[6/30] training 29.1%: Loss=0.027243, MSE=0.027243, MAE=0.130343
[6/30] training 34.5%: Loss=0.0294437, MSE=0.0294437, MAE=0.132042
[6/30] training 40.0%: Loss=0.0301016, MSE=0.0301016, MAE=0.134033
[6/30] training 45.5%: Loss=0.0304792, MSE=0.0304792, MAE=0.134643
[6/30] training 51.8%: Loss=0.0306765, MSE=0.0306765, MAE=0.135018
[6/30] training 57.3%: Loss=0.0305158, MSE=0.0305158, MAE=0.135236
[6/30] training 62.7%: Loss=0.0317057, MSE=0.0317057, MAE=0.136982
[6/30] training 68.2%: Loss=0.0309289, MSE=0.0309289, MAE=0.135411
[6/30] training 74.5%: Loss=0.0307563, MSE=0.0307563, MAE=0.135113
[6/30] training 80.0%: Loss=0.030566, MSE=0.030566, MAE=0.135203
[6/30] training 85.5%: Loss=0.0299518, MSE=0.0299518, MAE=0.133988
[6/30] training 90.9%: Loss=0.0293608, MSE=0.0293608, MAE=0.132348
[6/30] training 97.3%: Loss=0.0292113, MSE=0.0292113, MAE=0.1316
-----------------------------------Finished Epoch 6/30: Loss=115.881, RMSE=1.40583, MAE=1.80591, r_2=-1.68338, p=0.551973
[7/30] training 6.4%: Loss=0.0216326, MSE=0.0216326, MAE=0.118919
[7/30] training 11.8%: Loss=0.0272339, MSE=0.0272339, MAE=0.123991
[7/30] training 17.3%: Loss=0.0262101, MSE=0.0262101, MAE=0.122033
[7/30] training 22.7%: Loss=0.0278466, MSE=0.0278466, MAE=0.126912
[7/30] training 29.1%: Loss=0.0296284, MSE=0.0296284, MAE=0.129962
[7/30] training 34.5%: Loss=0.0284321, MSE=0.0284321, MAE=0.128412
[7/30] training 40.0%: Loss=0.0274637, MSE=0.0274637, MAE=0.127069
[7/30] training 45.5%: Loss=0.0274157, MSE=0.0274157, MAE=0.127649
[7/30] training 51.8%: Loss=0.0281212, MSE=0.0281212, MAE=0.128306
[7/30] training 57.3%: Loss=0.0279811, MSE=0.0279811, MAE=0.127629
[7/30] training 62.7%: Loss=0.0281454, MSE=0.0281454, MAE=0.127875
[7/30] training 68.2%: Loss=0.0285163, MSE=0.0285163, MAE=0.128738
[7/30] training 74.5%: Loss=0.0288656, MSE=0.0288656, MAE=0.129722
[7/30] training 80.0%: Loss=0.0287274, MSE=0.0287274, MAE=0.129459
[7/30] training 85.5%: Loss=0.0288886, MSE=0.0288886, MAE=0.129691
[7/30] training 90.9%: Loss=0.0288912, MSE=0.0288912, MAE=0.12998
[7/30] training 97.3%: Loss=0.02865, MSE=0.02865, MAE=0.12955
-----------------------------------Finished Epoch 7/30: Loss=115.344, RMSE=1.39003, MAE=1.80909, r_2=-1.60257, p=0.570967
[8/30] training 6.4%: Loss=0.0372879, MSE=0.0372879, MAE=0.148698
[8/30] training 11.8%: Loss=0.0351298, MSE=0.0351298, MAE=0.141873
[8/30] training 17.3%: Loss=0.0331979, MSE=0.0331979, MAE=0.136392
[8/30] training 22.7%: Loss=0.0322574, MSE=0.0322574, MAE=0.135286
[8/30] training 29.1%: Loss=0.0303241, MSE=0.0303241, MAE=0.130894
[8/30] training 34.5%: Loss=0.0298312, MSE=0.0298312, MAE=0.131034
[8/30] training 40.0%: Loss=0.0283036, MSE=0.0283036, MAE=0.128014
[8/30] training 45.5%: Loss=0.0284793, MSE=0.0284793, MAE=0.12868
[8/30] training 51.8%: Loss=0.0277394, MSE=0.0277394, MAE=0.127456
[8/30] training 57.3%: Loss=0.0277266, MSE=0.0277266, MAE=0.127942
[8/30] training 62.7%: Loss=0.0273989, MSE=0.0273989, MAE=0.127228
[8/30] training 68.2%: Loss=0.0275903, MSE=0.0275903, MAE=0.127181
[8/30] training 74.5%: Loss=0.0272643, MSE=0.0272643, MAE=0.126721
[8/30] training 80.0%: Loss=0.027846, MSE=0.027846, MAE=0.127256
[8/30] training 85.5%: Loss=0.0279208, MSE=0.0279208, MAE=0.126905
[8/30] training 90.9%: Loss=0.0277196, MSE=0.0277196, MAE=0.126661
[8/30] training 97.3%: Loss=0.0273743, MSE=0.0273743, MAE=0.126097
-----------------------------------Finished Epoch 8/30: Loss=115.979, RMSE=1.38008, MAE=1.79742, r_2=-1.27361, p=0.556316
[9/30] training 6.4%: Loss=0.036496, MSE=0.036496, MAE=0.144145
[9/30] training 11.8%: Loss=0.0318562, MSE=0.0318562, MAE=0.134474
[9/30] training 17.3%: Loss=0.0289345, MSE=0.0289345, MAE=0.130179
[9/30] training 22.7%: Loss=0.0285373, MSE=0.0285373, MAE=0.130501
[9/30] training 29.1%: Loss=0.0279953, MSE=0.0279953, MAE=0.129478
[9/30] training 34.5%: Loss=0.0283694, MSE=0.0283694, MAE=0.128184
[9/30] training 40.0%: Loss=0.0281858, MSE=0.0281858, MAE=0.126956
[9/30] training 45.5%: Loss=0.0276642, MSE=0.0276642, MAE=0.126079
[9/30] training 51.8%: Loss=0.0272629, MSE=0.0272629, MAE=0.125987
[9/30] training 57.3%: Loss=0.0269127, MSE=0.0269127, MAE=0.12563
[9/30] training 62.7%: Loss=0.0268649, MSE=0.0268649, MAE=0.125079
[9/30] training 68.2%: Loss=0.0268988, MSE=0.0268988, MAE=0.125001
[9/30] training 74.5%: Loss=0.0274522, MSE=0.0274522, MAE=0.126329
[9/30] training 80.0%: Loss=0.0271341, MSE=0.0271341, MAE=0.125979
[9/30] training 85.5%: Loss=0.0272831, MSE=0.0272831, MAE=0.126699
[9/30] training 90.9%: Loss=0.0274331, MSE=0.0274331, MAE=0.127153
[9/30] training 97.3%: Loss=0.0269076, MSE=0.0269076, MAE=0.125832
-----------------------------------Finished Epoch 9/30: Loss=115.506, RMSE=1.36315, MAE=1.78148, r_2=-0.821938, p=0.5765
[10/30] training 6.4%: Loss=0.0343577, MSE=0.0343577, MAE=0.146802
[10/30] training 11.8%: Loss=0.0282864, MSE=0.0282864, MAE=0.126498
[10/30] training 17.3%: Loss=0.027057, MSE=0.027057, MAE=0.126079
[10/30] training 22.7%: Loss=0.0259718, MSE=0.0259718, MAE=0.125655
[10/30] training 29.1%: Loss=0.0260377, MSE=0.0260377, MAE=0.125577
[10/30] training 34.5%: Loss=0.0252923, MSE=0.0252923, MAE=0.124141
[10/30] training 40.0%: Loss=0.0247725, MSE=0.0247725, MAE=0.121893
[10/30] training 45.5%: Loss=0.0252509, MSE=0.0252509, MAE=0.122358
[10/30] training 51.8%: Loss=0.0244131, MSE=0.0244131, MAE=0.121062
[10/30] training 57.3%: Loss=0.0250498, MSE=0.0250498, MAE=0.122572
[10/30] training 62.7%: Loss=0.0253944, MSE=0.0253944, MAE=0.122819
[10/30] training 68.2%: Loss=0.0251728, MSE=0.0251728, MAE=0.122117
[10/30] training 74.5%: Loss=0.0258618, MSE=0.0258618, MAE=0.123134
[10/30] training 80.0%: Loss=0.0257784, MSE=0.0257784, MAE=0.123194
[10/30] training 85.5%: Loss=0.0257125, MSE=0.0257125, MAE=0.122777
[10/30] training 90.9%: Loss=0.0256336, MSE=0.0256336, MAE=0.12284
[10/30] training 97.3%: Loss=0.0263037, MSE=0.0263037, MAE=0.124063
-----------------------------------Finished Epoch 10/30: Loss=115.648, RMSE=1.32697, MAE=1.7442, r_2=-0.88234, p=0.594496
[11/30] training 6.4%: Loss=0.0238211, MSE=0.0238211, MAE=0.120444
[11/30] training 11.8%: Loss=0.0239098, MSE=0.0239098, MAE=0.120528
[11/30] training 17.3%: Loss=0.0221036, MSE=0.0221036, MAE=0.117157
[11/30] training 22.7%: Loss=0.022405, MSE=0.022405, MAE=0.115847
[11/30] training 29.1%: Loss=0.0225465, MSE=0.0225465, MAE=0.115518
[11/30] training 34.5%: Loss=0.0232886, MSE=0.0232886, MAE=0.116927
[11/30] training 40.0%: Loss=0.022842, MSE=0.022842, MAE=0.11708
[11/30] training 45.5%: Loss=0.0232925, MSE=0.0232925, MAE=0.117894
[11/30] training 51.8%: Loss=0.0241008, MSE=0.0241008, MAE=0.120029
[11/30] training 57.3%: Loss=0.0242853, MSE=0.0242853, MAE=0.120315
[11/30] training 62.7%: Loss=0.0243929, MSE=0.0243929, MAE=0.120669
[11/30] training 68.2%: Loss=0.0248037, MSE=0.0248037, MAE=0.121419
[11/30] training 74.5%: Loss=0.0257535, MSE=0.0257535, MAE=0.122977
[11/30] training 80.0%: Loss=0.0261306, MSE=0.0261306, MAE=0.123435
[11/30] training 85.5%: Loss=0.0261232, MSE=0.0261232, MAE=0.12314
[11/30] training 90.9%: Loss=0.026279, MSE=0.026279, MAE=0.123315
[11/30] training 97.3%: Loss=0.0257545, MSE=0.0257545, MAE=0.122339
-----------------------------------Finished Epoch 11/30: Loss=115.907, RMSE=1.36879, MAE=1.76827, r_2=-0.800863, p=0.576661
[12/30] training 6.4%: Loss=0.0208832, MSE=0.0208832, MAE=0.107596
[12/30] training 11.8%: Loss=0.0187019, MSE=0.0187019, MAE=0.104715
[12/30] training 17.3%: Loss=0.0196207, MSE=0.0196207, MAE=0.106553
[12/30] training 22.7%: Loss=0.0209106, MSE=0.0209106, MAE=0.111395
[12/30] training 29.1%: Loss=0.0211388, MSE=0.0211388, MAE=0.112642
[12/30] training 34.5%: Loss=0.0214433, MSE=0.0214433, MAE=0.112685
[12/30] training 40.0%: Loss=0.0214278, MSE=0.0214278, MAE=0.112691
[12/30] training 45.5%: Loss=0.0220934, MSE=0.0220934, MAE=0.113814
[12/30] training 51.8%: Loss=0.0218792, MSE=0.0218792, MAE=0.113405
[12/30] training 57.3%: Loss=0.0224999, MSE=0.0224999, MAE=0.114202
[12/30] training 62.7%: Loss=0.0227229, MSE=0.0227229, MAE=0.114624
[12/30] training 68.2%: Loss=0.0228233, MSE=0.0228233, MAE=0.115
[12/30] training 74.5%: Loss=0.0229304, MSE=0.0229304, MAE=0.115794
[12/30] training 80.0%: Loss=0.0233813, MSE=0.0233813, MAE=0.116581
[12/30] training 85.5%: Loss=0.0238737, MSE=0.0238737, MAE=0.118177
[12/30] training 90.9%: Loss=0.0239944, MSE=0.0239944, MAE=0.118096
[12/30] training 97.3%: Loss=0.0244142, MSE=0.0244142, MAE=0.11897
-----------------------------------Finished Epoch 12/30: Loss=115.726, RMSE=1.32161, MAE=1.74662, r_2=-0.810506, p=0.591159
[13/30] training 6.4%: Loss=0.0224999, MSE=0.0224999, MAE=0.119381
[13/30] training 11.8%: Loss=0.023779, MSE=0.023779, MAE=0.118932
[13/30] training 17.3%: Loss=0.024338, MSE=0.024338, MAE=0.117045
[13/30] training 22.7%: Loss=0.0250613, MSE=0.0250613, MAE=0.118637
[13/30] training 29.1%: Loss=0.0237056, MSE=0.0237056, MAE=0.11591
[13/30] training 34.5%: Loss=0.0238818, MSE=0.0238818, MAE=0.11762
[13/30] training 40.0%: Loss=0.0241905, MSE=0.0241905, MAE=0.118385
[13/30] training 45.5%: Loss=0.0250306, MSE=0.0250306, MAE=0.120012
[13/30] training 51.8%: Loss=0.0244693, MSE=0.0244693, MAE=0.117391
[13/30] training 57.3%: Loss=0.0242439, MSE=0.0242439, MAE=0.116971
[13/30] training 62.7%: Loss=0.0247439, MSE=0.0247439, MAE=0.117578
[13/30] training 68.2%: Loss=0.025408, MSE=0.025408, MAE=0.118551
[13/30] training 74.5%: Loss=0.0258284, MSE=0.0258284, MAE=0.120083
[13/30] training 80.0%: Loss=0.0258386, MSE=0.0258386, MAE=0.120138
[13/30] training 85.5%: Loss=0.0254783, MSE=0.0254783, MAE=0.119766
[13/30] training 90.9%: Loss=0.0251905, MSE=0.0251905, MAE=0.119285
[13/30] training 97.3%: Loss=0.0253381, MSE=0.0253381, MAE=0.119778
-----------------------------------Finished Epoch 13/30: Loss=115.756, RMSE=1.32165, MAE=1.72618, r_2=-0.638583, p=0.603432
[14/30] training 6.4%: Loss=0.02477, MSE=0.02477, MAE=0.118504
[14/30] training 11.8%: Loss=0.0250591, MSE=0.0250591, MAE=0.120895
[14/30] training 17.3%: Loss=0.0268958, MSE=0.0268958, MAE=0.126198
[14/30] training 22.7%: Loss=0.0271048, MSE=0.0271048, MAE=0.125644
[14/30] training 29.1%: Loss=0.0260707, MSE=0.0260707, MAE=0.122432
[14/30] training 34.5%: Loss=0.0249624, MSE=0.0249624, MAE=0.120493
[14/30] training 40.0%: Loss=0.0251161, MSE=0.0251161, MAE=0.119972
[14/30] training 45.5%: Loss=0.0258399, MSE=0.0258399, MAE=0.12067
[14/30] training 51.8%: Loss=0.0261695, MSE=0.0261695, MAE=0.120041
[14/30] training 57.3%: Loss=0.026248, MSE=0.026248, MAE=0.119879
[14/30] training 62.7%: Loss=0.025974, MSE=0.025974, MAE=0.11952
[14/30] training 68.2%: Loss=0.0262089, MSE=0.0262089, MAE=0.119908
[14/30] training 74.5%: Loss=0.0257662, MSE=0.0257662, MAE=0.118772
[14/30] training 80.0%: Loss=0.0258962, MSE=0.0258962, MAE=0.119305
[14/30] training 85.5%: Loss=0.025726, MSE=0.025726, MAE=0.119232
[14/30] training 90.9%: Loss=0.0252777, MSE=0.0252777, MAE=0.118054
[14/30] training 97.3%: Loss=0.024818, MSE=0.024818, MAE=0.11703
-----------------------------------Finished Epoch 14/30: Loss=115.147, RMSE=1.347, MAE=1.79374, r_2=-0.824813, p=0.590632
[15/30] training 6.4%: Loss=0.024801, MSE=0.024801, MAE=0.113734
[15/30] training 11.8%: Loss=0.0291115, MSE=0.0291115, MAE=0.123385
[15/30] training 17.3%: Loss=0.0256739, MSE=0.0256739, MAE=0.119015
[15/30] training 22.7%: Loss=0.0242488, MSE=0.0242488, MAE=0.118042
[15/30] training 29.1%: Loss=0.0268204, MSE=0.0268204, MAE=0.122586
[15/30] training 34.5%: Loss=0.0264828, MSE=0.0264828, MAE=0.122297
[15/30] training 40.0%: Loss=0.0252216, MSE=0.0252216, MAE=0.11917
[15/30] training 45.5%: Loss=0.0253006, MSE=0.0253006, MAE=0.119826
[15/30] training 51.8%: Loss=0.0249233, MSE=0.0249233, MAE=0.118692
[15/30] training 57.3%: Loss=0.0245233, MSE=0.0245233, MAE=0.117456
[15/30] training 62.7%: Loss=0.0240387, MSE=0.0240387, MAE=0.116318
[15/30] training 68.2%: Loss=0.0245022, MSE=0.0245022, MAE=0.117723
[15/30] training 74.5%: Loss=0.0240666, MSE=0.0240666, MAE=0.11644
[15/30] training 80.0%: Loss=0.0240415, MSE=0.0240415, MAE=0.116731
[15/30] training 85.5%: Loss=0.0242564, MSE=0.0242564, MAE=0.11718
[15/30] training 90.9%: Loss=0.0240539, MSE=0.0240539, MAE=0.117049
[15/30] training 97.3%: Loss=0.0241031, MSE=0.0241031, MAE=0.116656
-----------------------------------Finished Epoch 15/30: Loss=115.096, RMSE=1.37474, MAE=1.81321, r_2=-0.707137, p=0.583911
[16/30] training 6.4%: Loss=0.0307751, MSE=0.0307751, MAE=0.124592
[16/30] training 11.8%: Loss=0.0278996, MSE=0.0278996, MAE=0.124054
[16/30] training 17.3%: Loss=0.0262951, MSE=0.0262951, MAE=0.120555
[16/30] training 22.7%: Loss=0.0255073, MSE=0.0255073, MAE=0.118713
[16/30] training 29.1%: Loss=0.0255616, MSE=0.0255616, MAE=0.117824
[16/30] training 34.5%: Loss=0.0270585, MSE=0.0270585, MAE=0.121176
[16/30] training 40.0%: Loss=0.0261616, MSE=0.0261616, MAE=0.1201
[16/30] training 45.5%: Loss=0.0256832, MSE=0.0256832, MAE=0.119831
[16/30] training 51.8%: Loss=0.0253485, MSE=0.0253485, MAE=0.119254
[16/30] training 57.3%: Loss=0.025294, MSE=0.025294, MAE=0.120131
[16/30] training 62.7%: Loss=0.0257233, MSE=0.0257233, MAE=0.120717
[16/30] training 68.2%: Loss=0.0257253, MSE=0.0257253, MAE=0.120636
[16/30] training 74.5%: Loss=0.0258199, MSE=0.0258199, MAE=0.1212
[16/30] training 80.0%: Loss=0.0259656, MSE=0.0259656, MAE=0.121236
[16/30] training 85.5%: Loss=0.0258696, MSE=0.0258696, MAE=0.120811
[16/30] training 90.9%: Loss=0.0254468, MSE=0.0254468, MAE=0.119709
[16/30] training 97.3%: Loss=0.0250333, MSE=0.0250333, MAE=0.118841
-----------------------------------Finished Epoch 16/30: Loss=115.51, RMSE=1.3183, MAE=1.7534, r_2=-0.628925, p=0.594097
[17/30] training 6.4%: Loss=0.0230822, MSE=0.0230822, MAE=0.118556
[17/30] training 11.8%: Loss=0.0288263, MSE=0.0288263, MAE=0.128933
[17/30] training 17.3%: Loss=0.0269962, MSE=0.0269962, MAE=0.120575
[17/30] training 22.7%: Loss=0.025853, MSE=0.025853, MAE=0.119713
[17/30] training 29.1%: Loss=0.0258527, MSE=0.0258527, MAE=0.117719
[17/30] training 34.5%: Loss=0.0263044, MSE=0.0263044, MAE=0.118436
[17/30] training 40.0%: Loss=0.0258168, MSE=0.0258168, MAE=0.118241
[17/30] training 45.5%: Loss=0.0254091, MSE=0.0254091, MAE=0.11825
[17/30] training 51.8%: Loss=0.0260629, MSE=0.0260629, MAE=0.119221
[17/30] training 57.3%: Loss=0.0254212, MSE=0.0254212, MAE=0.118209
[17/30] training 62.7%: Loss=0.0244446, MSE=0.0244446, MAE=0.116203
[17/30] training 68.2%: Loss=0.0245533, MSE=0.0245533, MAE=0.116639
[17/30] training 74.5%: Loss=0.0239444, MSE=0.0239444, MAE=0.115778
[17/30] training 80.0%: Loss=0.0241061, MSE=0.0241061, MAE=0.116209
[17/30] training 85.5%: Loss=0.024177, MSE=0.024177, MAE=0.116519
[17/30] training 90.9%: Loss=0.0244315, MSE=0.0244315, MAE=0.116813
[17/30] training 97.3%: Loss=0.0242071, MSE=0.0242071, MAE=0.116395
-----------------------------------Finished Epoch 17/30: Loss=115.116, RMSE=1.35013, MAE=1.78939, r_2=-0.707367, p=0.595893
